Datetime,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Volume_EURUSD,FilledMethod,WasMissing,DataConsistencyFlag,y
2021-08-04 07:00:00,1.18795,1.18806,1.18699,1.18778,3385.0,,False,5m consistent,0
2021-08-04 13:00:00,1.18899,1.19005,1.18873,1.18935,5538.0,,False,5m consistent,0
2021-08-04 14:00:00,1.18932,1.1894,1.18372,1.1844,15504.0,,False,5m consistent,0
2021-08-04 23:00:00,1.1839,1.18395,1.18377,1.18385,194.0,,False,5m consistent,1
2021-08-05 05:00:00,1.18368,1.1839,1.18347,1.18374,850.0,,False,5m consistent,1
2021-08-05 07:00:00,1.18384,1.18504,1.18367,1.18497,4766.0,,False,5m consistent,0
2021-08-05 08:00:00,1.18496,1.18505,1.18305,1.18379,4056.0,,False,5m consistent,0
2021-08-05 11:00:00,1.18467,1.18577,1.18433,1.18562,6833.0,,False,5m consistent,0
2021-08-05 16:00:00,1.18381,1.18425,1.18363,1.18396,2047.0,,False,5m consistent,0
2021-08-05 23:00:00,1.1833,1.18351,1.18329,1.1834,298.0,,False,5m consistent,0
2021-08-06 01:00:00,1.18263,1.18286,1.18247,1.18267,891.0,,False,5m consistent,0
2021-08-06 06:00:00,1.18252,1.18302,1.18225,1.18287,2710.0,,False,5m consistent,0
2021-08-06 07:00:00,1.18289,1.18306,1.18198,1.1825,4898.0,,False,5m consistent,0
2021-08-06 08:00:00,1.18248,1.18253,1.18081,1.18117,4468.0,,False,5m consistent,0
2021-08-06 09:00:00,1.18119,1.18136,1.18057,1.18106,2798.0,,False,5m consistent,0
2021-08-06 11:00:00,1.18055,1.1809,1.18013,1.18077,2724.0,,False,5m consistent,0
2021-08-06 12:00:00,1.18079,1.18099,1.17772,1.1785,17209.0,,False,5m consistent,1
2021-08-06 13:00:00,1.17849,1.1789,1.17682,1.17748,11525.0,,False,5m consistent,0
2021-08-06 15:00:00,1.17618,1.17669,1.17584,1.1761,4787.0,,False,5m consistent,1
2021-08-09 04:00:00,1.17598,1.17645,1.17585,1.1764,571.0,,False,5m consistent,1
2021-08-09 07:00:00,1.17595,1.17663,1.17554,1.17584,4774.0,,False,5m consistent,1
2021-08-09 09:00:00,1.17556,1.17638,1.17533,1.1762,3864.0,,False,5m consistent,0
2021-08-09 13:00:00,1.17615,1.17677,1.17572,1.1762,6244.0,,False,5m consistent,0
2021-08-09 15:00:00,1.17449,1.17543,1.17413,1.1749,4521.0,,False,5m consistent,0
2021-08-09 18:00:00,1.17442,1.17494,1.17408,1.17411,1789.0,,False,5m consistent,1
2021-08-10 00:00:00,1.17367,1.17388,1.1733,1.17383,1791.0,,False,5m consistent,1
2021-08-10 05:00:00,1.1739,1.17426,1.17378,1.17382,1079.0,,False,5m consistent,1
2021-08-10 06:00:00,1.17384,1.17435,1.17333,1.17395,4555.0,,False,5m consistent,0
2021-08-10 08:00:00,1.17324,1.17399,1.17285,1.17332,4496.0,,False,5m consistent,0
2021-08-10 09:00:00,1.17331,1.17331,1.17231,1.17243,4812.0,,False,5m consistent,0
2021-08-10 10:00:00,1.17243,1.17287,1.17169,1.17271,3877.0,,False,5m consistent,0
2021-08-10 11:00:00,1.17272,1.17282,1.17184,1.1723,4258.0,,False,5m consistent,0
2021-08-10 12:00:00,1.17231,1.17258,1.17167,1.17168,4630.0,,False,5m consistent,1
2021-08-10 13:00:00,1.17167,1.1721,1.17115,1.1717,6615.0,,False,5m consistent,1
2021-08-10 15:00:00,1.17203,1.17254,1.1718,1.17212,4378.0,,False,5m consistent,1
2021-08-10 18:00:00,1.1719,1.17244,1.1718,1.17232,1952.0,,False,5m consistent,0
2021-08-10 23:00:00,1.17226,1.17229,1.17201,1.17203,570.0,,False,5m consistent,0
2021-08-11 02:00:00,1.17218,1.1726,1.17204,1.17259,1124.0,,False,5m consistent,0
2021-08-11 05:00:00,1.17191,1.1722,1.17161,1.17182,915.0,,False,5m consistent,0
2021-08-11 10:00:00,1.17113,1.17176,1.17092,1.17152,2874.0,,False,5m consistent,1
2021-08-11 12:00:00,1.17165,1.17501,1.17137,1.17374,13302.0,,False,5m consistent,0
2021-08-11 14:00:00,1.17349,1.17418,1.17299,1.17398,6539.0,,False,5m consistent,1
2021-08-11 17:00:00,1.17491,1.17551,1.17449,1.17479,5661.0,,False,5m consistent,0
2021-08-12 01:00:00,1.17411,1.17423,1.17383,1.17407,1584.0,,False,5m consistent,1
2021-08-12 03:00:00,1.17402,1.17457,1.17399,1.17451,960.0,,False,5m consistent,0
2021-08-12 05:00:00,1.17408,1.1746,1.17406,1.17422,958.0,,False,5m consistent,0
2021-08-12 07:00:00,1.17363,1.17438,1.17335,1.17425,4616.0,,False,5m consistent,1
2021-08-12 08:00:00,1.17426,1.1749,1.1738,1.17474,3579.0,,False,5m consistent,0
2021-08-12 09:00:00,1.17475,1.1748,1.17417,1.17423,2717.0,,False,5m consistent,0
2021-08-12 11:00:00,1.17364,1.17411,1.17329,1.17391,2844.0,,False,5m consistent,0
2021-08-12 12:00:00,1.17389,1.17421,1.1728,1.17407,7196.0,,False,5m consistent,0
2021-08-12 13:00:00,1.17405,1.17407,1.17244,1.173,6961.0,,False,5m consistent,1
2021-08-12 17:00:00,1.17387,1.17434,1.17351,1.17386,2412.0,,False,5m consistent,0
2021-08-12 19:00:00,1.17306,1.17378,1.17306,1.1736,1445.0,,False,5m consistent,1
2021-08-13 05:00:00,1.17397,1.17404,1.17367,1.17376,612.0,,False,5m consistent,0
2021-08-13 17:00:00,1.1801,1.18017,1.17983,1.17997,2107.0,,False,5m consistent,0
2021-08-16 02:00:00,1.17985,1.1801,1.17967,1.17969,1090.0,,False,5m consistent,0
2021-08-16 04:00:00,1.17908,1.17949,1.17906,1.17945,619.0,,False,5m consistent,0
2021-08-16 05:00:00,1.17943,1.17947,1.17872,1.17872,904.0,,False,5m consistent,1
2021-08-16 06:00:00,1.17873,1.17937,1.17832,1.1786,3595.0,,False,5m consistent,0
2021-08-16 08:00:00,1.17817,1.17916,1.17807,1.17879,3889.0,,False,5m consistent,0
2021-08-16 10:00:00,1.17826,1.17872,1.17794,1.17822,3208.0,,False,5m consistent,0
2021-08-16 12:00:00,1.1769,1.17785,1.17688,1.17782,5950.0,,False,5m consistent,1
2021-08-16 14:00:00,1.17753,1.17912,1.17737,1.17884,7044.0,,False,5m consistent,0
2021-08-16 20:00:00,1.17789,1.17794,1.1776,1.17775,1073.0,,False,5m consistent,0
2021-08-16 23:00:00,1.17798,1.17814,1.17782,1.17785,603.0,,False,5m consistent,0
2021-08-17 00:00:00,1.17784,1.17785,1.1773,1.17748,1380.0,,False,5m consistent,0
2021-08-17 01:00:00,1.17746,1.17775,1.17703,1.17744,2155.0,,False,5m consistent,0
2021-08-17 02:00:00,1.17745,1.17757,1.17701,1.17731,1715.0,,False,5m consistent,0
2021-08-17 05:00:00,1.17693,1.17741,1.17693,1.17709,1543.0,,False,5m consistent,0
2021-08-17 08:00:00,1.17731,1.17855,1.17707,1.17779,5256.0,,False,5m consistent,0
2021-08-17 09:00:00,1.1778,1.17783,1.17649,1.17723,3758.0,,False,5m consistent,0
2021-08-17 12:00:00,1.17633,1.17713,1.17419,1.17448,10098.0,,False,5m consistent,0
2021-08-17 13:00:00,1.17447,1.17454,1.17324,1.17385,9756.0,,False,5m consistent,0
2021-08-17 14:00:00,1.17387,1.17394,1.17147,1.17179,8308.0,,False,5m consistent,1
2021-08-17 17:00:00,1.17093,1.17192,1.1709,1.17187,3316.0,,False,5m consistent,0
2021-08-18 01:00:00,1.17127,1.17184,1.17114,1.17172,1511.0,,False,5m consistent,1
2021-08-18 04:00:00,1.17176,1.17196,1.17156,1.17191,1113.0,,False,5m consistent,1
2021-08-18 07:00:00,1.17177,1.17304,1.17169,1.17245,3940.0,,False,5m consistent,0
2021-08-18 08:00:00,1.17244,1.17267,1.17184,1.1721,3970.0,,False,5m consistent,0
2021-08-18 10:00:00,1.17166,1.17195,1.17128,1.17129,3048.0,,False,5m consistent,1
2021-08-18 11:00:00,1.1713,1.17243,1.17067,1.17227,4096.0,,False,5m consistent,0
2021-08-18 12:00:00,1.17225,1.17269,1.17147,1.17184,5738.0,,False,5m consistent,0
2021-08-18 13:00:00,1.17185,1.17218,1.17093,1.17191,5864.0,,False,5m consistent,0
2021-08-18 14:00:00,1.17192,1.17201,1.17071,1.17122,6255.0,,False,5m consistent,0
2021-08-18 15:00:00,1.1712,1.17127,1.16943,1.1702,6357.0,,False,5m consistent,1
2021-08-18 22:00:00,1.17109,1.17165,1.17108,1.17142,599.0,,False,5m consistent,0
2021-08-18 23:00:00,1.17143,1.17158,1.17034,1.17035,992.0,,False,5m consistent,0
2021-08-19 01:00:00,1.16882,1.16944,1.16847,1.16851,2722.0,,False,5m consistent,0
2021-08-19 02:00:00,1.16852,1.16881,1.1675,1.16775,3240.0,,False,5m consistent,0
2021-08-19 04:00:00,1.16762,1.16789,1.16747,1.16776,1333.0,,False,5m consistent,1
2021-08-19 06:00:00,1.16731,1.16815,1.16696,1.16793,6996.0,,False,5m consistent,1
2021-08-19 08:00:00,1.16836,1.1698,1.16809,1.16876,6975.0,,False,5m consistent,1
2021-08-19 09:00:00,1.16877,1.16985,1.16808,1.16965,6184.0,,False,5m consistent,1
2021-08-19 12:00:00,1.17,1.1705,1.16951,1.16995,5937.0,,False,5m consistent,1
2021-08-19 13:00:00,1.16994,1.17031,1.16926,1.1701,7816.0,,False,5m consistent,0
2021-08-19 15:00:00,1.16832,1.1698,1.16794,1.16935,5919.0,,False,5m consistent,0
2021-08-19 16:00:00,1.16936,1.16941,1.16854,1.1689,3073.0,,False,5m consistent,0
2021-08-20 04:00:00,1.16863,1.16883,1.1685,1.16867,849.0,,False,5m consistent,1
2021-08-20 05:00:00,1.16866,1.16901,1.16824,1.16878,1626.0,,False,5m consistent,0
2021-08-20 06:00:00,1.16878,1.16884,1.16788,1.16838,3656.0,,False,5m consistent,0
2021-08-20 07:00:00,1.16839,1.16874,1.16783,1.16801,5994.0,,False,5m consistent,0
2021-08-20 09:00:00,1.16746,1.16779,1.16725,1.16761,3095.0,,False,5m consistent,1
2021-08-20 10:00:00,1.16762,1.16842,1.16712,1.16812,2886.0,,False,5m consistent,0
2021-08-20 13:00:00,1.1669,1.16862,1.16647,1.16802,8426.0,,False,5m consistent,1
2021-08-20 16:00:00,1.1691,1.17052,1.16898,1.17038,3404.0,,False,5m consistent,0
2021-08-23 05:00:00,1.17194,1.17233,1.17172,1.17178,994.0,,False,5m consistent,0
2021-08-23 06:00:00,1.17177,1.17207,1.17087,1.17142,3805.0,,False,5m consistent,1
2021-08-23 08:00:00,1.17234,1.17329,1.17214,1.17316,4678.0,,False,5m consistent,0
2021-08-23 09:00:00,1.17315,1.17333,1.17223,1.17248,3042.0,,False,5m consistent,0
2021-08-23 10:00:00,1.1725,1.17287,1.17157,1.17287,2764.0,,False,5m consistent,0
2021-08-23 13:00:00,1.17327,1.17442,1.1729,1.17309,7350.0,,False,5m consistent,1
2021-08-23 14:00:00,1.17311,1.17427,1.17246,1.17405,6450.0,,False,5m consistent,0
2021-08-23 23:00:00,1.17466,1.17479,1.17444,1.17449,323.0,,False,5m consistent,0
2021-08-24 02:00:00,1.17372,1.17433,1.17349,1.17428,808.0,,False,5m consistent,1
2021-08-24 06:00:00,1.1742,1.17476,1.17395,1.17403,3578.0,,False,5m consistent,1
2021-08-24 07:00:00,1.17401,1.17457,1.17337,1.17389,4110.0,,False,5m consistent,1
2021-08-24 12:00:00,1.17367,1.17557,1.17358,1.17514,4996.0,,False,5m consistent,0
2021-08-24 13:00:00,1.17516,1.17548,1.17359,1.17489,7016.0,,False,5m consistent,1
2021-08-24 14:00:00,1.1749,1.17659,1.17429,1.17616,7319.0,,False,5m consistent,0
2021-08-24 23:00:00,1.17573,1.1758,1.17529,1.17537,466.0,,False,5m consistent,0
2021-08-25 00:00:00,1.17537,1.17586,1.1741,1.17423,1515.0,,False,5m consistent,0
2021-08-25 05:00:00,1.17416,1.17461,1.17408,1.17436,686.0,,False,5m consistent,0
2021-08-25 07:00:00,1.17337,1.1745,1.17331,1.17387,4020.0,,False,5m consistent,1
2021-08-25 09:00:00,1.17519,1.17562,1.17486,1.17496,3214.0,,False,5m consistent,0
2021-08-25 10:00:00,1.17496,1.17514,1.17434,1.1748,2538.0,,False,5m consistent,0
2021-08-25 11:00:00,1.17482,1.17482,1.17354,1.17416,3262.0,,False,5m consistent,0
2021-08-25 16:00:00,1.17571,1.17641,1.17564,1.1761,2576.0,,False,5m consistent,1
2021-08-25 18:00:00,1.17602,1.17752,1.17601,1.1772,3280.0,,False,5m consistent,1
2021-08-25 23:00:00,1.17715,1.17733,1.17711,1.17728,236.0,,False,5m consistent,0
2021-08-26 05:00:00,1.17649,1.17704,1.17638,1.17661,1001.0,,False,5m consistent,0
2021-08-26 07:00:00,1.17579,1.17755,1.17573,1.17705,5335.0,,False,5m consistent,0
2021-08-26 10:00:00,1.17707,1.17794,1.17707,1.17757,2419.0,,False,5m consistent,0
2021-08-26 12:00:00,1.17702,1.17766,1.17525,1.17565,8263.0,,False,5m consistent,1
2021-08-26 13:00:00,1.17566,1.17608,1.17491,1.17545,8373.0,,False,5m consistent,1
2021-08-26 15:00:00,1.17546,1.17645,1.17536,1.17628,5074.0,,False,5m consistent,0
2021-08-26 23:00:00,1.17574,1.17586,1.17545,1.17547,149.0,,False,5m consistent,0
2021-08-27 06:00:00,1.17625,1.17707,1.17594,1.17688,3111.0,,False,5m consistent,0
2021-08-27 07:00:00,1.17689,1.17721,1.17581,1.17619,3678.0,,False,5m consistent,0
2021-08-27 11:00:00,1.17595,1.17669,1.17577,1.17633,2950.0,,False,5m consistent,1
2021-08-27 12:00:00,1.17632,1.17656,1.17545,1.17569,4433.0,,False,5m consistent,0
2021-08-27 16:00:00,1.17942,1.18026,1.179,1.18012,4029.0,,False,5m consistent,0
2021-08-30 05:00:00,1.18045,1.18059,1.17999,1.18002,881.0,,False,5m consistent,1
2021-08-30 06:00:00,1.18002,1.18031,1.17943,1.18012,2374.0,,False,5m consistent,1
2021-08-30 07:00:00,1.1801,1.18041,1.1795,1.1803,2731.0,,False,5m consistent,1
2021-08-30 09:00:00,1.17995,1.18027,1.17949,1.18005,2073.0,,False,5m consistent,0
2021-08-30 10:00:00,1.18005,1.18035,1.17955,1.17968,2029.0,,False,5m consistent,1
2021-08-30 11:00:00,1.17969,1.18018,1.17917,1.18003,2459.0,,False,5m consistent,0
2021-08-30 14:00:00,1.17894,1.1801,1.17851,1.18006,5781.0,,False,5m consistent,1
2021-08-30 18:00:00,1.17979,1.18049,1.17977,1.18045,1279.0,,False,5m consistent,0
2021-08-31 00:00:00,1.17971,1.18039,1.17961,1.18029,1753.0,,False,5m consistent,1
2021-08-31 05:00:00,1.18182,1.18287,1.1818,1.18282,1589.0,,False,5m consistent,1
2021-08-31 07:00:00,1.18256,1.1831,1.18248,1.18283,3528.0,,False,5m consistent,1
2021-08-31 11:00:00,1.18343,1.18458,1.18334,1.18404,5039.0,,False,5m consistent,0
2021-08-31 12:00:00,1.18405,1.18406,1.18315,1.18376,5248.0,,False,5m consistent,0
2021-08-31 13:00:00,1.18376,1.18388,1.18173,1.18213,8555.0,,False,5m consistent,0
2021-08-31 14:00:00,1.18213,1.18335,1.18001,1.18044,12528.0,,False,5m consistent,1
2021-08-31 18:00:00,1.18092,1.18139,1.18068,1.18137,2590.0,,False,5m consistent,0
2021-08-31 23:00:00,1.1811,1.18126,1.18084,1.18107,476.0,,False,5m consistent,0
2021-09-01 03:00:00,1.1804,1.18073,1.18028,1.18052,920.0,,False,5m consistent,0
2021-09-01 04:00:00,1.18051,1.18055,1.17995,1.18003,745.0,,False,5m consistent,1
2021-09-01 05:00:00,1.18005,1.18011,1.17961,1.18,1784.0,,False,5m consistent,1
2021-09-01 06:00:00,1.18003,1.18123,1.17943,1.18102,5646.0,,False,5m consistent,0
2021-09-01 10:00:00,1.18178,1.18243,1.18162,1.18209,2965.0,,False,5m consistent,1
2021-09-01 13:00:00,1.18385,1.18493,1.18336,1.18447,6502.0,,False,5m consistent,0
2021-09-01 14:00:00,1.18445,1.1858,1.18339,1.18547,8639.0,,False,5m consistent,0
2021-09-01 16:00:00,1.18506,1.18572,1.18481,1.18488,2259.0,,False,5m consistent,0
2021-09-01 18:00:00,1.18438,1.18482,1.18418,1.18473,2258.0,,False,5m consistent,0
2021-09-01 20:00:00,1.1839,1.18412,1.18382,1.18407,999.0,,False,5m consistent,0
2021-09-02 00:00:00,1.18416,1.18469,1.18406,1.18457,1460.0,,False,5m consistent,0
2021-09-02 06:00:00,1.1844,1.18473,1.18406,1.18463,2844.0,,False,5m consistent,1
2021-09-02 07:00:00,1.18464,1.18524,1.18408,1.18482,3894.0,,False,5m consistent,1
2021-09-02 10:00:00,1.18522,1.18566,1.18496,1.18555,2473.0,,False,5m consistent,0
2021-09-02 11:00:00,1.18553,1.18555,1.1847,1.18478,3467.0,,False,5m consistent,0
2021-09-02 13:00:00,1.18478,1.18633,1.18471,1.18595,5548.0,,False,5m consistent,0
2021-09-02 14:00:00,1.18596,1.18695,1.18508,1.18686,6425.0,,False,5m consistent,0
2021-09-03 00:00:00,1.18746,1.18837,1.1874,1.18827,1314.0,,False,5m consistent,0
2021-09-03 01:00:00,1.18829,1.18847,1.18785,1.18832,1355.0,,False,5m consistent,0
2021-09-03 05:00:00,1.18771,1.18817,1.18763,1.18801,1066.0,,False,5m consistent,0
2021-09-03 06:00:00,1.18803,1.18815,1.18743,1.18781,2198.0,,False,5m consistent,0
2021-09-03 08:00:00,1.18756,1.18836,1.18743,1.18754,3400.0,,False,5m consistent,0
2021-09-03 11:00:00,1.18702,1.1878,1.18702,1.18739,2890.0,,False,5m consistent,1
2021-09-03 13:00:00,1.18922,1.19056,1.1877,1.18888,13082.0,,False,5m consistent,0
2021-09-03 17:00:00,1.18903,1.18988,1.18898,1.18959,1844.0,,False,5m consistent,0
2021-09-03 18:00:00,1.18958,1.18975,1.18902,1.18919,1174.0,,False,5m consistent,0
2021-09-06 01:00:00,1.18793,1.18808,1.18764,1.18783,1108.0,,False,5m consistent,0
2021-09-06 02:00:00,1.18782,1.18783,1.18724,1.18748,891.0,,False,5m consistent,0
2021-09-06 06:00:00,1.18722,1.1876,1.1869,1.18727,1923.0,,False,5m consistent,0
2021-09-06 08:00:00,1.18638,1.18693,1.18617,1.18649,2880.0,,False,5m consistent,0
2021-09-06 13:00:00,1.18669,1.18713,1.18661,1.18682,2871.0,,False,5m consistent,0
2021-09-07 01:00:00,1.188,1.1886,1.18792,1.18833,995.0,,False,5m consistent,0
2021-09-07 03:00:00,1.1881,1.18835,1.18782,1.18794,876.0,,False,5m consistent,0
2021-09-07 04:00:00,1.18793,1.18832,1.18757,1.18761,1440.0,,False,5m consistent,0
2021-09-07 05:00:00,1.18763,1.18763,1.18715,1.1872,1908.0,,False,5m consistent,0
2021-09-07 06:00:00,1.18723,1.1875,1.18636,1.18719,3386.0,,False,5m consistent,1
2021-09-07 07:00:00,1.18719,1.18831,1.18673,1.1877,4669.0,,False,5m consistent,0
2021-09-07 08:00:00,1.18771,1.18771,1.18604,1.18769,4836.0,,False,5m consistent,1
2021-09-07 10:00:00,1.18665,1.18759,1.18624,1.18754,4620.0,,False,5m consistent,0
2021-09-07 11:00:00,1.18753,1.18774,1.18587,1.18621,4421.0,,False,5m consistent,0
2021-09-07 12:00:00,1.18622,1.18658,1.18502,1.18514,4916.0,,False,5m consistent,1
2021-09-07 13:00:00,1.18513,1.18612,1.18445,1.1857,6787.0,,False,5m consistent,0
2021-09-07 14:00:00,1.18572,1.18585,1.1838,1.18469,8275.0,,False,5m consistent,1
2021-09-07 15:00:00,1.1847,1.1851,1.18384,1.18494,4157.0,,False,5m consistent,1
2021-09-07 18:00:00,1.185,1.18541,1.18461,1.18464,2159.0,,False,5m consistent,1
2021-09-08 02:00:00,1.18484,1.18489,1.18453,1.18457,706.0,,False,5m consistent,0
2021-09-08 04:00:00,1.18427,1.18445,1.1842,1.18444,535.0,,False,5m consistent,0
2021-09-08 05:00:00,1.18441,1.18443,1.18358,1.18373,1256.0,,False,5m consistent,0
2021-09-08 07:00:00,1.1834,1.18455,1.18312,1.18314,6192.0,,False,5m consistent,0
2021-09-08 08:00:00,1.18313,1.18316,1.18168,1.18222,6460.0,,False,5m consistent,0
2021-09-08 12:00:00,1.18232,1.18303,1.18217,1.18218,5265.0,,False,5m consistent,0
2021-09-08 13:00:00,1.18218,1.18232,1.18094,1.1818,7395.0,,False,5m consistent,0
2021-09-08 18:00:00,1.18247,1.18307,1.18246,1.18249,2496.0,,False,5m consistent,0
2021-09-08 23:00:00,1.18191,1.18199,1.18184,1.18196,323.0,,False,5m consistent,1
2021-09-09 02:00:00,1.18218,1.18261,1.18214,1.18258,908.0,,False,5m consistent,0
2021-09-09 03:00:00,1.1826,1.1826,1.18184,1.18189,863.0,,False,5m consistent,0
2021-09-09 08:00:00,1.18229,1.18368,1.18228,1.18345,4281.0,,False,5m consistent,0
2021-09-09 11:00:00,1.18325,1.18421,1.1825,1.18406,6060.0,,False,5m consistent,0
2021-09-09 12:00:00,1.18408,1.1842,1.18089,1.18242,10370.0,,False,5m consistent,0
2021-09-09 13:00:00,1.18244,1.18355,1.18125,1.18163,10965.0,,False,5m consistent,0
2021-09-09 17:00:00,1.18322,1.18404,1.18309,1.18346,3913.0,,False,5m consistent,0
2021-09-10 00:00:00,1.18242,1.18285,1.18237,1.18248,932.0,,False,5m consistent,1
2021-09-10 08:00:00,1.18429,1.18519,1.18426,1.18486,4388.0,,False,5m consistent,0
2021-09-10 09:00:00,1.18484,1.18488,1.18346,1.18364,3219.0,,False,5m consistent,0
2021-09-10 11:00:00,1.18313,1.18382,1.18294,1.18343,3289.0,,False,5m consistent,1
2021-09-10 12:00:00,1.18344,1.1843,1.18268,1.18275,5078.0,,False,5m consistent,1
2021-09-10 13:00:00,1.18277,1.18356,1.18221,1.18355,6373.0,,False,5m consistent,0
2021-09-10 14:00:00,1.18357,1.18386,1.18304,1.18341,7478.0,,False,5m consistent,0
2021-09-10 15:00:00,1.18339,1.18349,1.1819,1.18225,5964.0,,False,5m consistent,0
2021-09-10 16:00:00,1.18223,1.1824,1.18164,1.18193,3519.0,,False,5m consistent,0
2021-09-13 03:00:00,1.18057,1.18077,1.18037,1.18056,709.0,,False,5m consistent,0
2021-09-13 04:00:00,1.18058,1.18066,1.17945,1.17965,1057.0,,False,5m consistent,0
2021-09-13 05:00:00,1.17964,1.17969,1.17885,1.17942,2079.0,,False,5m consistent,0
2021-09-13 06:00:00,1.17943,1.17958,1.17796,1.17802,4767.0,,False,5m consistent,1
2021-09-13 09:00:00,1.17901,1.17937,1.17873,1.1792,2377.0,,False,5m consistent,0
2021-09-13 10:00:00,1.17918,1.17933,1.17759,1.17765,3754.0,,False,5m consistent,1
2021-09-13 13:00:00,1.17836,1.1802,1.17834,1.18007,6548.0,,False,5m consistent,1
2021-09-13 14:00:00,1.18008,1.18118,1.1793,1.18105,8111.0,,False,5m consistent,1
2021-09-13 16:00:00,1.18096,1.18108,1.18067,1.1808,2117.0,,False,5m consistent,1
2021-09-13 23:00:00,1.18116,1.1812,1.18099,1.18105,350.0,,False,5m consistent,1
2021-09-14 05:00:00,1.18137,1.18168,1.18124,1.18137,1248.0,,False,5m consistent,0
2021-09-14 08:00:00,1.18252,1.18273,1.18213,1.18218,3378.0,,False,5m consistent,0
2021-09-14 09:00:00,1.1822,1.18251,1.18079,1.18153,3576.0,,False,5m consistent,0
2021-09-14 12:00:00,1.18105,1.18465,1.18081,1.18422,13661.0,,False,5m consistent,0
2021-09-14 13:00:00,1.18424,1.18465,1.18241,1.18281,9390.0,,False,5m consistent,0
2021-09-14 17:00:00,1.18228,1.18268,1.18191,1.18238,2862.0,,False,5m consistent,0
2021-09-14 18:00:00,1.18236,1.18248,1.18083,1.18084,2586.0,,False,5m consistent,1
2021-09-14 20:00:00,1.18053,1.1808,1.18044,1.18047,801.0,,False,5m consistent,0
2021-09-14 21:00:00,1.1813,1.18142,1.18049,1.18119,397.0,,False,5m consistent,0
2021-09-15 04:00:00,1.1807,1.181,1.18052,1.18059,855.0,,False,5m consistent,1
2021-09-15 05:00:00,1.1806,1.18077,1.18016,1.18064,1657.0,,False,5m consistent,1
2021-09-15 08:00:00,1.18174,1.18296,1.18149,1.18269,4088.0,,False,5m consistent,1
2021-09-15 10:00:00,1.18254,1.18326,1.18225,1.18285,3311.0,,False,5m consistent,0
