Datetime,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Volume_EURUSD,is_missing,FilledMethod,WasMissing,DataConsistencyFlag
2021-07-30 08:00:00,1.1896,1.19093,1.18936,1.19074,3502.0,False,,False,5m consistent
2021-07-30 09:00:00,1.19077,1.19094,1.18966,1.18977,3944.0,False,,False,5m consistent
2021-07-30 10:00:00,1.18979,1.19039,1.18849,1.19018,5280.0,False,,False,5m consistent
2021-07-30 11:00:00,1.19017,1.19055,1.18829,1.18842,5625.0,False,,False,5m consistent
2021-07-30 12:00:00,1.18844,1.18983,1.18781,1.18798,5175.0,False,,False,5m consistent
2021-07-30 13:00:00,1.18799,1.18872,1.18755,1.1879,7046.0,False,,False,5m consistent
2021-07-30 14:00:00,1.18787,1.18834,1.18523,1.18597,11124.0,False,,False,5m consistent
2021-07-30 15:00:00,1.18597,1.18664,1.18561,1.18648,6823.0,False,,False,5m consistent
2021-07-30 16:00:00,1.18647,1.18647,1.18592,1.18597,3198.0,False,,False,5m consistent
2021-07-30 17:00:00,1.18598,1.18635,1.18562,1.1862,2657.0,False,,False,5m consistent
2021-07-30 18:00:00,1.18622,1.18636,1.18545,1.1857,2668.0,False,,False,5m consistent
2021-07-30 19:00:00,1.18568,1.18648,1.18556,1.18629,2221.0,False,,False,5m consistent
2021-07-30 20:00:00,1.18628,1.18777,1.18611,1.18683,1837.0,False,,False,5m consistent
2021-08-02 00:00:00,1.18668,1.18721,1.18635,1.18698,1460.0,False,,False,5m consistent
2021-08-02 01:00:00,1.18699,1.18708,1.18617,1.18641,1601.0,False,,False,5m consistent
2021-08-02 02:00:00,1.1864,1.18724,1.18598,1.18721,1471.0,False,,False,5m consistent
2021-08-02 03:00:00,1.18724,1.18736,1.18697,1.18721,540.0,False,,False,5m consistent
2021-08-02 04:00:00,1.18724,1.18743,1.18711,1.18713,519.0,False,,False,5m consistent
2021-08-02 05:00:00,1.18712,1.18761,1.18669,1.18729,1196.0,False,,False,5m consistent
2021-08-02 06:00:00,1.18729,1.18848,1.18651,1.18834,4325.0,False,,False,5m consistent
2021-08-02 07:00:00,1.18835,1.18881,1.18794,1.1882,4224.0,False,,False,5m consistent
2021-08-02 08:00:00,1.18821,1.18891,1.18791,1.18855,3531.0,False,,False,5m consistent
2021-08-02 09:00:00,1.18855,1.18965,1.1882,1.18961,3124.0,False,,False,5m consistent
2021-08-02 10:00:00,1.18963,1.18978,1.18874,1.18915,3041.0,False,,False,5m consistent
2021-08-02 11:00:00,1.18914,1.18937,1.18813,1.18906,3375.0,False,,False,5m consistent
2021-08-02 12:00:00,1.18907,1.18912,1.18722,1.18736,5172.0,False,,False,5m consistent
2021-08-02 13:00:00,1.18737,1.18886,1.18733,1.18814,5753.0,False,,False,5m consistent
2021-08-02 14:00:00,1.18815,1.189,1.18767,1.18792,8945.0,False,,False,5m consistent
2021-08-02 15:00:00,1.18793,1.18866,1.1873,1.18735,4894.0,False,,False,5m consistent
2021-08-02 16:00:00,1.18734,1.18738,1.18672,1.18703,3955.0,False,,False,5m consistent
2021-08-02 17:00:00,1.18705,1.18707,1.18659,1.18689,2289.0,False,,False,5m consistent
2021-08-02 18:00:00,1.1869,1.18746,1.18679,1.18745,1691.0,False,,False,5m consistent
2021-08-02 19:00:00,1.18746,1.18757,1.18668,1.18717,1955.0,False,,False,5m consistent
2021-08-02 20:00:00,1.1872,1.18737,1.18695,1.18727,880.0,False,,False,5m consistent
2021-08-02 21:00:00,1.18723,1.18784,1.18723,1.1876,53.0,False,,False,inconsistent
2021-08-02 22:00:00,1.18746,1.18769,1.1872,1.18748,327.0,False,,False,5m consistent
2021-08-02 23:00:00,1.18749,1.18758,1.1873,1.18748,381.0,False,,False,5m consistent
2021-08-03 00:00:00,1.1875,1.18794,1.18711,1.18726,1133.0,False,,False,5m consistent
2021-08-03 01:00:00,1.18728,1.1877,1.18688,1.18756,1594.0,False,,False,5m consistent
2021-08-03 02:00:00,1.18759,1.18776,1.1871,1.18718,1570.0,False,,False,5m consistent
2021-08-03 03:00:00,1.18716,1.18765,1.18711,1.18753,1084.0,False,,False,5m consistent
2021-08-03 04:00:00,1.18752,1.18832,1.1875,1.1881,2465.0,False,,False,5m consistent
2021-08-03 05:00:00,1.18811,1.18824,1.18733,1.18757,1487.0,False,,False,5m consistent
2021-08-03 06:00:00,1.18756,1.18799,1.18717,1.18737,3841.0,False,,False,5m consistent
2021-08-03 07:00:00,1.18736,1.18847,1.18733,1.1879,5160.0,False,,False,5m consistent
2021-08-03 08:00:00,1.1879,1.18861,1.18745,1.18846,3729.0,False,,False,5m consistent
2021-08-03 09:00:00,1.18845,1.18875,1.18796,1.18854,2843.0,False,,False,5m consistent
2021-08-03 10:00:00,1.18853,1.18928,1.18821,1.18883,3044.0,False,,False,5m consistent
2021-08-03 11:00:00,1.18884,1.1894,1.18854,1.18932,3073.0,False,,False,5m consistent
2021-08-03 12:00:00,1.18934,1.18934,1.18811,1.18867,4970.0,False,,False,5m consistent
2021-08-03 13:00:00,1.18868,1.18882,1.18623,1.18702,8190.0,False,,False,5m consistent
2021-08-03 14:00:00,1.187,1.18766,1.18586,1.18596,7776.0,False,,False,5m consistent
2021-08-03 15:00:00,1.18595,1.18644,1.18542,1.18594,4159.0,False,,False,5m consistent
2021-08-03 16:00:00,1.18593,1.18696,1.18586,1.1869,2799.0,False,,False,5m consistent
2021-08-03 17:00:00,1.18692,1.18706,1.18619,1.18644,1828.0,False,,False,5m consistent
2021-08-03 18:00:00,1.18644,1.18668,1.18624,1.18633,1366.0,False,,False,5m consistent
2021-08-03 19:00:00,1.18634,1.18684,1.18634,1.18667,1112.0,False,,False,5m consistent
2021-08-03 20:00:00,1.18669,1.18672,1.1862,1.1866,737.0,False,,False,5m consistent
2021-08-03 21:00:00,1.18691,1.18691,1.18643,1.18654,74.0,False,,False,inconsistent
2021-08-03 22:00:00,1.18654,1.18704,1.18638,1.18704,419.0,False,,False,5m consistent
2021-08-03 23:00:00,1.18701,1.1871,1.18684,1.18703,346.0,False,,False,5m consistent
2021-08-04 00:00:00,1.18701,1.18702,1.18614,1.18626,1518.0,False,,False,5m consistent
2021-08-04 01:00:00,1.18628,1.18721,1.18625,1.18713,1504.0,False,,False,5m consistent
2021-08-04 02:00:00,1.18714,1.18745,1.18669,1.18741,1521.0,False,,False,5m consistent
2021-08-04 03:00:00,1.18742,1.18763,1.18733,1.18742,835.0,False,,False,5m consistent
2021-08-04 04:00:00,1.18743,1.1875,1.18702,1.18723,700.0,False,,False,5m consistent
2021-08-04 05:00:00,1.18723,1.18766,1.187,1.18727,986.0,False,,False,5m consistent
2021-08-04 06:00:00,1.18725,1.18804,1.18695,1.18794,2455.0,False,,False,5m consistent
2021-08-04 07:00:00,1.18795,1.18806,1.18699,1.18778,3385.0,False,,False,5m consistent
2021-08-04 08:00:00,1.18775,1.18781,1.18427,1.18516,5267.0,False,,False,5m consistent
2021-08-04 09:00:00,1.18514,1.18597,1.18489,1.18596,2241.0,False,,False,5m consistent
2021-08-04 10:00:00,1.18594,1.18612,1.1855,1.1857,2233.0,False,,False,5m consistent
2021-08-04 11:00:00,1.18571,1.18667,1.1854,1.18643,3393.0,False,,False,5m consistent
2021-08-04 12:00:00,1.1864,1.18905,1.18614,1.18898,8139.0,False,,False,5m consistent
2021-08-04 13:00:00,1.18899,1.19005,1.18873,1.18935,5538.0,False,,False,5m consistent
2021-08-04 14:00:00,1.18932,1.1894,1.18372,1.1844,15504.0,False,,False,5m consistent
2021-08-04 15:00:00,1.18438,1.18483,1.18335,1.18428,6911.0,False,,False,5m consistent
2021-08-04 16:00:00,1.1843,1.18435,1.18359,1.18386,3404.0,False,,False,5m consistent
2021-08-04 17:00:00,1.18388,1.18425,1.18362,1.18401,2171.0,False,,False,5m consistent
2021-08-04 18:00:00,1.18402,1.18433,1.18363,1.18395,2147.0,False,,False,5m consistent
2021-08-04 19:00:00,1.18396,1.18419,1.18368,1.18386,1711.0,False,,False,5m consistent
2021-08-04 20:00:00,1.18388,1.184,1.18362,1.18375,1107.0,False,,False,5m consistent
2021-08-04 21:00:00,1.18387,1.18404,1.18363,1.18384,146.0,False,,False,5m consistent
2021-08-04 22:00:00,1.18393,1.18403,1.18375,1.1839,382.0,False,,False,5m consistent
2021-08-04 23:00:00,1.1839,1.18395,1.18377,1.18385,194.0,False,,False,5m consistent
2021-08-05 00:00:00,1.18383,1.18395,1.18323,1.18327,1265.0,False,,False,5m consistent
2021-08-05 01:00:00,1.18329,1.18398,1.18324,1.18368,1321.0,False,,False,5m consistent
2021-08-05 02:00:00,1.18366,1.18378,1.18329,1.18368,1211.0,False,,False,5m consistent
2021-08-05 03:00:00,1.18366,1.18378,1.18335,1.18348,1033.0,False,,False,5m consistent
2021-08-05 04:00:00,1.18349,1.18379,1.18345,1.1837,710.0,False,,False,5m consistent
2021-08-05 05:00:00,1.18368,1.1839,1.18347,1.18374,850.0,False,,False,5m consistent
2021-08-05 06:00:00,1.18374,1.18405,1.18309,1.18386,3414.0,False,,False,5m consistent
2021-08-05 07:00:00,1.18384,1.18504,1.18367,1.18497,4766.0,False,,False,5m consistent
2021-08-05 08:00:00,1.18496,1.18505,1.18305,1.18379,4056.0,False,,False,5m consistent
2021-08-05 09:00:00,1.18377,1.18439,1.18288,1.18331,3697.0,False,,False,5m consistent
2021-08-05 10:00:00,1.18332,1.18476,1.18332,1.18468,4026.0,False,,False,5m consistent
2021-08-05 11:00:00,1.18467,1.18577,1.18433,1.18562,6833.0,False,,False,5m consistent
2021-08-05 12:00:00,1.18558,1.18582,1.18341,1.18364,6822.0,False,,False,5m consistent
2021-08-05 13:00:00,1.18367,1.18485,1.18328,1.18391,6890.0,False,,False,5m consistent
2021-08-05 14:00:00,1.18391,1.18521,1.18346,1.18398,7828.0,False,,False,5m consistent
2021-08-05 15:00:00,1.18399,1.18468,1.1835,1.1838,3903.0,False,,False,5m consistent
2021-08-05 16:00:00,1.18381,1.18425,1.18363,1.18396,2047.0,False,,False,5m consistent
2021-08-05 17:00:00,1.18397,1.18407,1.18322,1.18362,1764.0,False,,False,5m consistent
2021-08-05 18:00:00,1.18361,1.18394,1.18318,1.18365,1644.0,False,,False,5m consistent
2021-08-05 19:00:00,1.18365,1.18377,1.18317,1.18366,1826.0,False,,False,5m consistent
2021-08-05 20:00:00,1.18367,1.18368,1.18316,1.18331,1080.0,False,,False,5m consistent
2021-08-05 21:00:00,1.18383,1.18401,1.18348,1.18366,66.0,False,,False,inconsistent
2021-08-05 22:00:00,1.18373,1.18373,1.18325,1.1833,239.0,False,,False,5m consistent
2021-08-05 23:00:00,1.1833,1.18351,1.18329,1.1834,298.0,False,,False,5m consistent
2021-08-06 00:00:00,1.18339,1.18342,1.18258,1.18262,753.0,False,,False,5m consistent
2021-08-06 01:00:00,1.18263,1.18286,1.18247,1.18267,891.0,False,,False,5m consistent
2021-08-06 02:00:00,1.18269,1.18272,1.18207,1.18222,1048.0,False,,False,5m consistent
2021-08-06 03:00:00,1.18221,1.18255,1.18193,1.18241,642.0,False,,False,5m consistent
2021-08-06 04:00:00,1.18239,1.18266,1.18203,1.18262,648.0,False,,False,5m consistent
2021-08-06 05:00:00,1.18263,1.18277,1.18235,1.18253,932.0,False,,False,5m consistent
2021-08-06 06:00:00,1.18252,1.18302,1.18225,1.18287,2710.0,False,,False,5m consistent
2021-08-06 07:00:00,1.18289,1.18306,1.18198,1.1825,4898.0,False,,False,5m consistent
2021-08-06 08:00:00,1.18248,1.18253,1.18081,1.18117,4468.0,False,,False,5m consistent
2021-08-06 09:00:00,1.18119,1.18136,1.18057,1.18106,2798.0,False,,False,5m consistent
2021-08-06 10:00:00,1.18105,1.18134,1.18051,1.18055,2799.0,False,,False,5m consistent
2021-08-06 11:00:00,1.18055,1.1809,1.18013,1.18077,2724.0,False,,False,5m consistent
2021-08-06 12:00:00,1.18079,1.18099,1.17772,1.1785,17209.0,False,,False,5m consistent
2021-08-06 13:00:00,1.17849,1.1789,1.17682,1.17748,11525.0,False,,False,5m consistent
2021-08-06 14:00:00,1.1775,1.17766,1.17556,1.17619,8192.0,False,,False,5m consistent
2021-08-06 15:00:00,1.17618,1.17669,1.17584,1.1761,4787.0,False,,False,5m consistent
2021-08-06 16:00:00,1.17612,1.17623,1.1755,1.17569,2078.0,False,,False,5m consistent
2021-08-06 17:00:00,1.17567,1.17619,1.17567,1.17607,1871.0,False,,False,5m consistent
2021-08-06 18:00:00,1.17609,1.17643,1.17578,1.17579,1387.0,False,,False,5m consistent
2021-08-06 19:00:00,1.17581,1.17621,1.17579,1.17602,1258.0,False,,False,5m consistent
2021-08-06 20:00:00,1.17605,1.17655,1.17572,1.17626,1213.0,False,,False,5m consistent
2021-08-09 00:00:00,1.17486,1.17516,1.17434,1.17516,1852.0,False,,False,5m consistent
2021-08-09 01:00:00,1.17516,1.17594,1.17515,1.17546,1796.0,False,,False,5m consistent
2021-08-09 02:00:00,1.17545,1.17616,1.17539,1.1761,891.0,False,,False,5m consistent
2021-08-09 03:00:00,1.17609,1.17615,1.17588,1.17599,660.0,False,,False,5m consistent
2021-08-09 04:00:00,1.17598,1.17645,1.17585,1.1764,571.0,False,,False,5m consistent
2021-08-09 05:00:00,1.17639,1.17654,1.17586,1.1759,1025.0,False,,False,5m consistent
2021-08-09 06:00:00,1.17588,1.17673,1.17572,1.17597,3896.0,False,,False,5m consistent
2021-08-09 07:00:00,1.17595,1.17663,1.17554,1.17584,4774.0,False,,False,5m consistent
2021-08-09 08:00:00,1.17585,1.1765,1.17508,1.17554,4433.0,False,,False,5m consistent
2021-08-09 09:00:00,1.17556,1.17638,1.17533,1.1762,3864.0,False,,False,5m consistent
2021-08-09 10:00:00,1.17619,1.17639,1.17527,1.17542,3110.0,False,,False,5m consistent
2021-08-09 11:00:00,1.17543,1.17663,1.17533,1.17635,3926.0,False,,False,5m consistent
2021-08-09 12:00:00,1.17634,1.17697,1.17598,1.17616,4524.0,False,,False,5m consistent
2021-08-09 13:00:00,1.17615,1.17677,1.17572,1.1762,6244.0,False,,False,5m consistent
2021-08-09 14:00:00,1.17622,1.17647,1.17443,1.1745,6161.0,False,,False,5m consistent
2021-08-09 15:00:00,1.17449,1.17543,1.17413,1.1749,4521.0,False,,False,5m consistent
2021-08-09 16:00:00,1.17488,1.17494,1.17412,1.17429,2242.0,False,,False,5m consistent
2021-08-09 17:00:00,1.17427,1.17455,1.1738,1.17441,2012.0,False,,False,5m consistent
2021-08-09 18:00:00,1.17442,1.17494,1.17408,1.17411,1789.0,False,,False,5m consistent
2021-08-09 19:00:00,1.17413,1.17427,1.17354,1.17358,1360.0,False,,False,5m consistent
2021-08-09 20:00:00,1.17358,1.17385,1.17357,1.17365,1119.0,False,,False,5m consistent
2021-08-09 21:00:00,1.17382,1.17425,1.17368,1.17409,119.0,False,,False,inconsistent
2021-08-09 22:00:00,1.17408,1.17414,1.17371,1.17378,232.0,False,,False,5m consistent
2021-08-09 23:00:00,1.17377,1.17383,1.1736,1.1737,281.0,False,,False,5m consistent
2021-08-10 00:00:00,1.17367,1.17388,1.1733,1.17383,1791.0,False,,False,5m consistent
2021-08-10 01:00:00,1.17384,1.17401,1.17328,1.17336,1895.0,False,,False,5m consistent
2021-08-10 02:00:00,1.17335,1.174,1.17329,1.17389,1420.0,False,,False,5m consistent
2021-08-10 03:00:00,1.17387,1.17407,1.17368,1.17398,1284.0,False,,False,5m consistent
2021-08-10 04:00:00,1.17397,1.17404,1.17366,1.17391,696.0,False,,False,5m consistent
2021-08-10 05:00:00,1.1739,1.17426,1.17378,1.17382,1079.0,False,,False,5m consistent
2021-08-10 06:00:00,1.17384,1.17435,1.17333,1.17395,4555.0,False,,False,5m consistent
2021-08-10 07:00:00,1.17393,1.17414,1.17268,1.17323,5036.0,False,,False,5m consistent
2021-08-10 08:00:00,1.17324,1.17399,1.17285,1.17332,4496.0,False,,False,5m consistent
2021-08-10 09:00:00,1.17331,1.17331,1.17231,1.17243,4812.0,False,,False,5m consistent
2021-08-10 10:00:00,1.17243,1.17287,1.17169,1.17271,3877.0,False,,False,5m consistent
2021-08-10 11:00:00,1.17272,1.17282,1.17184,1.1723,4258.0,False,,False,5m consistent
2021-08-10 12:00:00,1.17231,1.17258,1.17167,1.17168,4630.0,False,,False,5m consistent
2021-08-10 13:00:00,1.17167,1.1721,1.17115,1.1717,6615.0,False,,False,5m consistent
2021-08-10 14:00:00,1.17169,1.17227,1.17101,1.17206,8740.0,False,,False,5m consistent
2021-08-10 15:00:00,1.17203,1.17254,1.1718,1.17212,4378.0,False,,False,5m consistent
2021-08-10 16:00:00,1.17212,1.17228,1.17162,1.17164,3018.0,False,,False,5m consistent
2021-08-10 17:00:00,1.17165,1.17198,1.17151,1.17191,2222.0,False,,False,5m consistent
2021-08-10 18:00:00,1.1719,1.17244,1.1718,1.17232,1952.0,False,,False,5m consistent
2021-08-10 19:00:00,1.17231,1.17233,1.17184,1.17192,1302.0,False,,False,5m consistent
2021-08-10 20:00:00,1.17194,1.1722,1.17174,1.17215,1118.0,False,,False,5m consistent
2021-08-10 21:00:00,1.17227,1.17231,1.17215,1.17224,37.0,False,,False,inconsistent
2021-08-10 22:00:00,1.17227,1.17248,1.17197,1.17223,465.0,False,,False,5m consistent
2021-08-10 23:00:00,1.17226,1.17229,1.17201,1.17203,570.0,False,,False,5m consistent
2021-08-11 00:00:00,1.17204,1.17207,1.17137,1.17139,984.0,False,,False,5m consistent
2021-08-11 01:00:00,1.17137,1.1722,1.17126,1.17219,1184.0,False,,False,5m consistent
2021-08-11 02:00:00,1.17218,1.1726,1.17204,1.17259,1124.0,False,,False,5m consistent
2021-08-11 03:00:00,1.17258,1.17264,1.17186,1.17193,902.0,False,,False,5m consistent
2021-08-11 04:00:00,1.17191,1.17214,1.17178,1.17189,572.0,False,,False,5m consistent
2021-08-11 05:00:00,1.17191,1.1722,1.17161,1.17182,915.0,False,,False,5m consistent
2021-08-11 06:00:00,1.17179,1.17185,1.17081,1.171,4220.0,False,,False,5m consistent
2021-08-11 07:00:00,1.17099,1.17154,1.17065,1.17134,4522.0,False,,False,5m consistent
2021-08-11 08:00:00,1.17133,1.17192,1.17098,1.17132,3306.0,False,,False,5m consistent
2021-08-11 09:00:00,1.17134,1.17172,1.17105,1.17114,2881.0,False,,False,5m consistent
2021-08-11 10:00:00,1.17113,1.17176,1.17092,1.17152,2874.0,False,,False,5m consistent
2021-08-11 11:00:00,1.1715,1.17186,1.17104,1.17162,2863.0,False,,False,5m consistent
2021-08-11 12:00:00,1.17165,1.17501,1.17137,1.17374,13302.0,False,,False,5m consistent
2021-08-11 13:00:00,1.17373,1.17475,1.17264,1.17348,11882.0,False,,False,5m consistent
2021-08-11 14:00:00,1.17349,1.17418,1.17299,1.17398,6539.0,False,,False,5m consistent
2021-08-11 15:00:00,1.17397,1.17425,1.17338,1.17376,3446.0,False,,False,5m consistent
2021-08-11 16:00:00,1.17374,1.17492,1.17348,1.1749,2556.0,False,,False,5m consistent
2021-08-11 17:00:00,1.17491,1.17551,1.17449,1.17479,5661.0,False,,False,5m consistent
2021-08-11 18:00:00,1.17481,1.17486,1.1739,1.17391,2137.0,False,,False,5m consistent
2021-08-11 19:00:00,1.17393,1.17431,1.17386,1.1743,1414.0,False,,False,5m consistent
2021-08-11 20:00:00,1.17428,1.17432,1.17398,1.17405,872.0,False,,False,5m consistent
2021-08-11 21:00:00,1.17406,1.1746,1.17401,1.17447,94.0,False,,False,inconsistent
2021-08-11 22:00:00,1.1745,1.1745,1.17397,1.17427,284.0,False,,False,5m consistent
2021-08-11 23:00:00,1.17426,1.17431,1.17404,1.17425,352.0,False,,False,5m consistent
2021-08-12 00:00:00,1.17423,1.17456,1.17384,1.1741,1043.0,False,,False,5m consistent
2021-08-12 01:00:00,1.17411,1.17423,1.17383,1.17407,1584.0,False,,False,5m consistent
2021-08-12 02:00:00,1.17406,1.17426,1.17352,1.17399,1200.0,False,,False,5m consistent
2021-08-12 03:00:00,1.17402,1.17457,1.17399,1.17451,960.0,False,,False,5m consistent
2021-08-12 04:00:00,1.17453,1.17467,1.174,1.17408,725.0,False,,False,5m consistent
2021-08-12 05:00:00,1.17408,1.1746,1.17406,1.17422,958.0,False,,False,5m consistent
2021-08-12 06:00:00,1.17421,1.17453,1.17357,1.17363,3802.0,False,,False,5m consistent
2021-08-12 07:00:00,1.17363,1.17438,1.17335,1.17425,4616.0,False,,False,5m consistent
2021-08-12 08:00:00,1.17426,1.1749,1.1738,1.17474,3579.0,False,,False,5m consistent
2021-08-12 09:00:00,1.17475,1.1748,1.17417,1.17423,2717.0,False,,False,5m consistent
2021-08-12 10:00:00,1.17425,1.1743,1.17346,1.17365,2867.0,False,,False,5m consistent
2021-08-12 11:00:00,1.17364,1.17411,1.17329,1.17391,2844.0,False,,False,5m consistent
2021-08-12 12:00:00,1.17389,1.17421,1.1728,1.17407,7196.0,False,,False,5m consistent
2021-08-12 13:00:00,1.17405,1.17407,1.17244,1.173,6961.0,False,,False,5m consistent
2021-08-12 14:00:00,1.17301,1.17354,1.17244,1.17303,5169.0,False,,False,5m consistent
2021-08-12 15:00:00,1.17304,1.17369,1.17276,1.17356,3266.0,False,,False,5m consistent
2021-08-12 16:00:00,1.17357,1.17433,1.17346,1.17388,2471.0,False,,False,5m consistent
2021-08-12 17:00:00,1.17387,1.17434,1.17351,1.17386,2412.0,False,,False,5m consistent
2021-08-12 18:00:00,1.17386,1.17394,1.17305,1.17308,1911.0,False,,False,5m consistent
2021-08-12 19:00:00,1.17306,1.17378,1.17306,1.1736,1445.0,False,,False,5m consistent
2021-08-12 20:00:00,1.17358,1.17364,1.17304,1.17305,1128.0,False,,False,5m consistent
2021-08-12 21:00:00,1.17323,1.17343,1.17321,1.1733,132.0,False,,False,inconsistent
2021-08-12 22:00:00,1.17331,1.17375,1.17317,1.17371,959.0,False,,False,5m consistent
2021-08-12 23:00:00,1.17373,1.17396,1.17358,1.17365,477.0,False,,False,5m consistent
2021-08-13 00:00:00,1.17367,1.17373,1.17335,1.17369,923.0,False,,False,5m consistent
2021-08-13 01:00:00,1.17368,1.17416,1.17351,1.17402,1180.0,False,,False,5m consistent
2021-08-13 02:00:00,1.17403,1.17432,1.17397,1.17416,703.0,False,,False,5m consistent
2021-08-13 03:00:00,1.17415,1.17423,1.17388,1.17404,819.0,False,,False,5m consistent
2021-08-13 04:00:00,1.17405,1.17418,1.17389,1.17398,564.0,False,,False,5m consistent
2021-08-13 05:00:00,1.17397,1.17404,1.17367,1.17376,612.0,False,,False,5m consistent
2021-08-13 06:00:00,1.17375,1.17392,1.17326,1.17338,2342.0,False,,False,5m consistent
2021-08-13 07:00:00,1.17337,1.17393,1.1731,1.17354,3642.0,False,,False,5m consistent
2021-08-13 08:00:00,1.17356,1.17437,1.17348,1.17431,2484.0,False,,False,5m consistent
2021-08-13 09:00:00,1.17433,1.17501,1.17411,1.17501,2398.0,False,,False,5m consistent
2021-08-13 10:00:00,1.17502,1.17522,1.17468,1.17494,2227.0,False,,False,5m consistent
2021-08-13 11:00:00,1.17496,1.17637,1.17488,1.17602,3980.0,False,,False,5m consistent
2021-08-13 12:00:00,1.17603,1.17696,1.17601,1.17665,4154.0,False,,False,5m consistent
2021-08-13 13:00:00,1.17666,1.17739,1.17645,1.17666,4924.0,False,,False,5m consistent
2021-08-13 14:00:00,1.17667,1.17965,1.17655,1.17925,9075.0,False,,False,5m consistent
2021-08-13 15:00:00,1.17926,1.18017,1.179,1.17964,4540.0,False,,False,5m consistent
2021-08-13 16:00:00,1.17965,1.18056,1.17962,1.18008,2914.0,False,,False,5m consistent
2021-08-13 17:00:00,1.1801,1.18017,1.17983,1.17997,2107.0,False,,False,5m consistent
2021-08-13 18:00:00,1.17998,1.1801,1.17932,1.17964,1959.0,False,,False,5m consistent
2021-08-13 19:00:00,1.17963,1.17997,1.17943,1.17988,1610.0,False,,False,5m consistent
2021-08-13 20:00:00,1.17987,1.17989,1.17955,1.17966,1226.0,False,,False,5m consistent
2021-08-16 00:00:00,1.17948,1.17984,1.17937,1.17966,1544.0,False,,False,5m consistent
2021-08-16 01:00:00,1.17964,1.18015,1.17952,1.17987,1165.0,False,,False,5m consistent
2021-08-16 02:00:00,1.17985,1.1801,1.17967,1.17969,1090.0,False,,False,5m consistent
2021-08-16 03:00:00,1.17971,1.17971,1.17907,1.1791,993.0,False,,False,5m consistent
