Datetime,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Volume_EURUSD
2025-12-09 13:00:00.000,1.1637,1.16392,1.16282,1.16338,7837
2025-12-09 14:00:00.000,1.16338,1.16381,1.16273,1.16365,10328
2025-12-09 15:00:00.000,1.16365,1.16371,1.16143,1.1628,13522
2025-12-09 16:00:00.000,1.16282,1.16404,1.1628,1.16374,5878
2025-12-09 17:00:00.000,1.16374,1.16388,1.16213,1.16234,4864
2025-12-09 18:00:00.000,1.16232,1.16241,1.16162,1.16236,3924
2025-12-09 19:00:00.000,1.16236,1.16292,1.16213,1.1628,3233
2025-12-09 20:00:00.000,1.1628,1.16315,1.16257,1.16261,2608
2025-12-09 21:00:00.000,1.16259,1.16286,1.16226,1.16258,1545
2025-12-09 22:00:00.000,1.16225,1.16284,1.16225,1.16251,969
2025-12-09 23:00:00.000,1.16253,1.16279,1.16238,1.1627,938
2025-12-10 00:00:00.000,1.16272,1.1628,1.16236,1.16253,2921
2025-12-10 01:00:00.000,1.16255,1.1628,1.16215,1.1623,2993
2025-12-10 02:00:00.000,1.16229,1.16277,1.16224,1.1623,2525
2025-12-10 03:00:00.000,1.16229,1.16266,1.16208,1.16258,2429
2025-12-10 04:00:00.000,1.16258,1.16283,1.16243,1.16266,2017
2025-12-10 05:00:00.000,1.16265,1.16302,1.16257,1.16291,2072
2025-12-10 06:00:00.000,1.1629,1.16348,1.16278,1.16347,2956
2025-12-10 07:00:00.000,1.16346,1.16487,1.16336,1.16475,5791
2025-12-10 08:00:00.000,1.16474,1.1657,1.16427,1.16518,6981
2025-12-10 09:00:00.000,1.1652,1.16522,1.16348,1.16357,5673
2025-12-10 10:00:00.000,1.16357,1.16388,1.16267,1.16335,5553
2025-12-10 11:00:00.000,1.16337,1.16376,1.16292,1.16343,4853
2025-12-10 12:00:00.000,1.16344,1.16417,1.16322,1.16385,4270
2025-12-10 13:00:00.000,1.16387,1.16411,1.16268,1.16394,6351
2025-12-10 14:00:00.000,1.16393,1.16444,1.1633,1.16425,8018
2025-12-10 15:00:00.000,1.16425,1.16506,1.16339,1.16414,7843
2025-12-10 16:00:00.000,1.16412,1.16493,1.16366,1.16493,5417
2025-12-10 17:00:00.000,1.16492,1.16596,1.16449,1.1658,4599
2025-12-10 18:00:00.000,1.1658,1.16602,1.16529,1.16547,3743
2025-12-10 19:00:00.000,1.16548,1.16805,1.16426,1.16773,34556
2025-12-10 20:00:00.000,1.16773,1.16989,1.1673,1.16933,14634
2025-12-10 21:00:00.000,1.16934,1.1695,1.16888,1.16949,2924
2025-12-10 22:00:00.000,1.16878,1.16945,1.16866,1.16944,2596
2025-12-10 23:00:00.000,1.16947,1.17021,1.16936,1.17008,1453
2025-12-11 00:00:00.000,1.17008,1.17042,1.16963,1.17014,4232
2025-12-11 01:00:00.000,1.17013,1.17066,1.16995,1.17009,4600
2025-12-11 02:00:00.000,1.17011,1.17054,1.16924,1.16931,3984
2025-12-11 03:00:00.000,1.1693,1.16968,1.16895,1.16901,3291
2025-12-11 04:00:00.000,1.16899,1.16909,1.16846,1.16896,2537
2025-12-11 05:00:00.000,1.16895,1.16914,1.16837,1.16846,2435
2025-12-11 06:00:00.000,1.16845,1.16891,1.16815,1.16883,3025
2025-12-11 07:00:00.000,1.16884,1.17003,1.16866,1.16929,5150
2025-12-11 08:00:00.000,1.16931,1.17059,1.16929,1.16965,7039
2025-12-11 09:00:00.000,1.16964,1.17026,1.16865,1.17014,6748
2025-12-11 10:00:00.000,1.17014,1.1707,1.16981,1.17064,4860
2025-12-11 11:00:00.000,1.17065,1.17171,1.17054,1.17124,4748
2025-12-11 12:00:00.000,1.17122,1.17185,1.1709,1.17162,5468
2025-12-11 13:00:00.000,1.17162,1.17357,1.17125,1.17303,10177
2025-12-11 14:00:00.000,1.17303,1.17477,1.17295,1.17368,9714
2025-12-11 15:00:00.000,1.1737,1.17564,1.17308,1.17557,9257
2025-12-11 16:00:00.000,1.17557,1.17587,1.17454,1.17546,7619
2025-12-11 17:00:00.000,1.17544,1.17621,1.17491,1.17544,5828
2025-12-11 18:00:00.000,1.17544,1.17586,1.17503,1.17529,4129
2025-12-11 19:00:00.000,1.17529,1.1753,1.17397,1.17403,3986
2025-12-11 20:00:00.000,1.17403,1.1745,1.17357,1.17403,3952
2025-12-11 21:00:00.000,1.17401,1.17426,1.17363,1.17375,2140
2025-12-11 22:00:00.000,1.17375,1.1739,1.1737,1.17378,1225
2025-12-11 23:00:00.000,1.17378,1.17409,1.17363,1.17401,1109
2025-12-12 00:00:00.000,1.17401,1.17439,1.17383,1.17397,4090
2025-12-12 01:00:00.000,1.17398,1.17453,1.17316,1.17341,3913
2025-12-12 02:00:00.000,1.1734,1.1737,1.17305,1.17353,2914
2025-12-12 03:00:00.000,1.17354,1.17368,1.17324,1.17336,2416
2025-12-12 04:00:00.000,1.17336,1.17347,1.17304,1.1731,2335
2025-12-12 05:00:00.000,1.17308,1.17387,1.17308,1.17378,2176
2025-12-12 06:00:00.000,1.17378,1.17411,1.17331,1.17382,3448
